1	1	0	0	12.000	55.558	1	442.780	1.250	1	1	-1	-100	0	507	944	1157	437	1	731	720
1	2	0	0	8.000	44.446	1	73.797	0.250	2	1	-1	-84	0	502	878	1083	375	-1	723	720
1	3	0	0	12.000	55.558	1	442.780	1.250	2	1	-1	-93	0	505	758	965	253	1	727	720
